vehicle_id,model,region,date,cycle,voltage_v,current_a,temperature_c,internal_resistance_ohm,soc_pct,depth_of_discharge_pct,fast_charge_event,ambient_humidity_pct,odometer_km,capacity_pct,nominal_capacity_kwh,rul_cycles,health_status
EV-001,Tata Tigor EV,Hyderabad,2024-01-28,26,331.43,72.5,40.59,0.0893,22.99,83.47,0,56.21,992.6,95.042,50.0,238.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-01-29,27,334.51,83.08,43.82,0.0913,70.99,77.2,1,83.91,1293.5,94.72,50.0,237.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-01-30,28,329.0,81.99,42.81,0.0903,33.86,40.17,0,51.26,1364.5,94.498,50.0,236.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-01-31,29,329.84,81.93,42.6,0.0946,68.94,57.27,0,51.15,1273.1,94.246,50.0,235.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-01,30,326.42,71.39,40.22,0.0964,54.71,55.9,1,67.71,1526.3,93.984,50.0,234.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-02,31,328.3,77.48,40.39,0.0921,33.03,34.59,0,68.91,1105.5,93.791,50.0,233.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-03,32,326.05,84.69,41.88,0.0937,63.65,91.2,0,57.37,1889.0,93.586,50.0,232.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-04,33,325.34,69.89,39.54,0.0943,75.74,70.88,0,79.49,1761.4,93.386,50.0,231.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-05,34,322.66,64.69,39.16,0.0962,82.11,52.15,1,81.88,1919.7,93.12,50.0,230.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-06,35,324.64,77.6,43.41,0.094,86.12,50.8,0,80.3,1565.6,92.914,50.0,229.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-07,36,326.77,78.41,39.63,0.0941,55.88,49.06,0,54.79,1865.3,92.707,50.0,228.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-08,37,322.21,71.97,41.57,0.097,63.96,58.7,0,79.95,1619.6,92.524,50.0,227.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-09,38,321.77,73.24,41.09,0.0989,85.75,75.91,1,43.66,1410.6,92.284,50.0,226.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-10,39,320.57,80.18,41.99,0.0958,26.68,80.51,0,65.13,1778.6,92.039,50.0,225.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-11,40,322.95,76.64,38.89,0.097,66.67,92.54,0,56.87,1685.7,91.89,50.0,224.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-12,41,320.65,77.92,38.59,0.0982,99.44,34.8,0,64.92,2428.5,91.746,50.0,223.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-13,42,321.53,82.91,43.61,0.0986,92.09,32.95,0,52.64,2467.9,91.513,50.0,222.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-14,43,318.94,63.89,38.6,0.1001,48.27,67.94,0,43.5,2552.5,91.356,50.0,221.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-15,44,319.86,80.88,34.75,0.0991,53.46,90.63,0,78.97,1589.7,91.234,50.0,220.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-16,45,318.54,65.43,38.16,0.0982,50.47,93.04,0,77.9,2518.1,91.047,50.0,219.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-17,46,318.2,73.83,33.13,0.0972,99.98,94.78,0,64.99,2494.3,90.965,50.0,218.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-18,47,314.89,75.23,37.13,0.0963,73.74,70.18,1,56.12,1778.4,90.715,50.0,217.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-19,48,316.63,78.94,37.95,0.1039,64.88,86.98,0,58.16,1840.8,90.554,50.0,216.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-20,49,312.97,80.68,40.14,0.1021,55.0,88.77,1,55.67,2344.6,90.322,50.0,215.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-21,50,315.03,76.8,35.88,0.1033,40.66,59.84,0,84.1,2365.8,90.176,50.0,214.0,Healthy
EV-001,Tata Tigor EV,Hyderabad,2024-02-22,51,312.66,74.94,38.78,0.0982,47.65,88.29,1,61.33,2636.1,89.964,50.0,213.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-02-23,52,312.47,68.66,35.33,0.1005,27.1,37.84,1,60.74,2088.2,89.787,50.0,212.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-02-24,53,314.07,79.25,36.01,0.0971,26.54,86.78,0,81.44,1935.9,89.672,50.0,211.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-02-25,54,312.0,64.65,37.27,0.1007,58.76,70.19,0,56.6,2514.4,89.536,50.0,210.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-02-26,55,310.85,72.49,36.94,0.1003,55.79,64.62,0,50.91,2295.2,89.39,50.0,209.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-02-27,56,310.79,69.91,34.53,0.1024,91.24,68.58,0,70.56,3064.8,89.286,50.0,208.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-02-28,57,310.96,81.51,32.82,0.1027,30.21,48.45,0,56.34,2915.4,89.194,50.0,207.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-02-29,58,310.87,70.59,30.41,0.1047,32.23,45.99,0,47.23,2300.5,89.134,50.0,206.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-01,59,307.41,76.13,32.25,0.1019,98.59,37.28,0,57.9,3495.0,89.062,50.0,205.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-02,60,311.62,73.26,34.05,0.1037,64.54,67.15,0,52.6,3254.2,88.965,50.0,204.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-03,61,309.86,70.18,32.12,0.1013,68.85,48.76,0,66.16,2370.4,88.884,50.0,203.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-04,62,308.85,76.58,38.5,0.1006,74.52,79.41,1,66.8,2900.9,88.657,50.0,202.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-05,63,309.8,72.55,29.07,0.1019,34.5,34.32,0,73.35,3109.8,88.6,50.0,201.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-06,64,308.82,70.1,32.07,0.1043,85.17,73.24,0,63.54,2814.1,88.527,50.0,200.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-07,65,308.03,58.64,31.46,0.1061,44.11,78.59,0,62.62,2652.3,88.456,50.0,199.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-08,66,307.45,73.74,31.23,0.1061,95.19,70.8,0,55.07,2539.8,88.379,50.0,198.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-09,67,307.71,74.44,32.45,0.1071,44.94,46.15,0,73.48,2401.2,88.284,50.0,197.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-10,68,310.01,69.35,34.17,0.1056,31.99,44.9,0,72.5,3604.1,88.18,50.0,196.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-11,69,306.17,68.94,33.66,0.107,92.68,67.92,0,58.04,3212.0,88.086,50.0,195.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-12,70,310.23,75.56,31.0,0.1104,93.8,75.97,0,46.86,3458.5,88.03,50.0,194.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-13,71,307.22,76.7,27.72,0.109,29.06,94.01,0,77.75,2706.3,87.971,50.0,193.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-14,72,308.59,68.52,35.26,0.1065,20.37,51.68,0,57.92,3487.3,87.864,50.0,192.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-15,73,304.53,70.45,29.51,0.1069,56.2,39.16,0,47.94,3464.5,87.808,50.0,191.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-16,74,305.0,75.12,31.38,0.1054,96.89,39.66,0,58.66,2747.9,87.736,50.0,190.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-17,75,305.2,76.06,29.59,0.1062,91.84,43.33,0,48.58,2693.5,87.69,50.0,189.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-18,76,307.75,56.06,34.57,0.1041,55.26,56.05,1,65.18,2955.0,87.489,50.0,188.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-19,77,306.74,64.06,29.86,0.1059,52.7,31.65,0,47.03,4073.2,87.439,50.0,187.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-20,78,305.24,71.24,28.97,0.1067,34.28,72.43,1,50.72,2923.9,87.325,50.0,186.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-21,79,307.33,65.98,30.66,0.1049,36.4,49.05,0,80.34,2790.7,87.257,50.0,185.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-22,80,302.8,67.12,25.59,0.1104,50.38,68.37,0,52.06,4048.3,87.2,50.0,184.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-23,81,305.89,71.83,31.35,0.1027,83.99,57.64,0,41.01,3379.1,87.134,50.0,183.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-24,82,302.2,72.62,33.1,0.1085,41.78,31.2,0,81.14,3111.4,87.05,50.0,182.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-25,83,303.24,75.18,25.49,0.1084,20.88,38.9,0,80.5,4718.3,86.996,50.0,181.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-26,84,303.46,76.86,31.97,0.1106,50.65,63.73,0,42.11,3289.2,86.925,50.0,180.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-27,85,301.24,67.23,28.02,0.108,48.45,76.74,0,53.37,4178.6,86.876,50.0,179.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-28,86,304.1,62.9,32.89,0.1072,24.11,62.26,0,66.86,3728.6,86.779,50.0,178.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-29,87,305.69,71.73,28.06,0.1085,54.79,46.02,1,76.86,4783.7,86.646,50.0,177.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-30,88,300.57,70.66,26.64,0.11,63.35,86.74,0,72.95,4854.4,86.596,50.0,176.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-03-31,89,300.03,71.67,31.45,0.1104,99.01,91.36,0,41.77,4684.9,86.529,50.0,175.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-01,90,302.5,70.74,30.6,0.1089,97.68,91.38,1,61.34,5089.6,86.389,50.0,174.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-02,91,299.56,75.02,28.14,0.1105,29.65,35.0,0,71.33,3958.2,86.344,50.0,173.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-03,92,300.51,78.28,28.67,0.1091,70.07,87.59,0,67.71,3755.8,86.291,50.0,172.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-04,93,303.07,67.92,30.75,0.109,52.15,61.19,0,68.24,5286.3,86.22,50.0,171.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-05,94,300.62,67.19,26.12,0.1055,42.98,49.26,0,50.51,3388.9,86.172,50.0,170.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-06,95,300.65,67.06,25.79,0.1067,90.33,91.41,0,61.03,4781.9,86.124,50.0,169.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-07,96,299.86,68.42,32.17,0.1125,34.92,80.67,0,55.76,3498.8,86.049,50.0,168.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-08,97,300.96,69.76,29.29,0.1071,37.96,44.55,0,64.16,4832.9,85.994,50.0,167.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-09,98,301.09,78.52,28.58,0.1098,64.07,35.65,0,58.38,4343.1,85.945,50.0,166.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-10,99,301.06,65.65,32.25,0.1078,26.09,85.33,0,62.28,4654.5,85.873,50.0,165.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-11,100,297.21,74.79,33.14,0.1106,90.29,81.83,0,69.63,5626.5,85.773,50.0,164.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-12,101,300.9,81.21,31.79,0.1115,80.22,40.31,0,79.64,5736.4,85.692,50.0,163.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-13,102,299.83,74.42,30.51,0.1085,60.6,30.42,0,52.92,5143.2,85.639,50.0,162.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-14,103,301.18,73.3,31.58,0.1105,28.56,79.47,0,64.36,6084.7,85.563,50.0,161.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-15,104,298.86,74.47,34.23,0.1076,25.43,49.56,0,71.87,3815.1,85.466,50.0,160.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-16,105,298.99,68.86,28.49,0.1125,21.97,31.44,0,54.56,4957.7,85.421,50.0,159.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-17,106,296.26,70.95,33.88,0.113,83.58,75.09,0,49.93,3928.3,85.324,50.0,158.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-18,107,297.3,65.14,34.97,0.1137,95.49,57.28,0,68.73,4808.6,85.188,50.0,157.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-19,108,297.14,70.64,34.84,0.1111,49.48,86.18,1,61.29,6394.1,85.015,50.0,156.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-20,109,297.32,75.66,33.9,0.1112,70.1,38.53,0,41.46,6324.3,84.902,50.0,155.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-21,110,296.77,67.47,36.19,0.1129,54.42,43.03,0,62.12,4026.6,84.781,50.0,154.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-22,111,295.58,71.87,30.84,0.1132,25.8,55.51,0,61.6,5550.1,84.721,50.0,153.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-23,112,295.44,68.59,36.4,0.1102,28.39,45.73,0,84.4,4319.0,84.571,50.0,152.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-24,113,293.52,72.24,39.49,0.1127,48.05,32.16,0,43.54,5076.3,84.388,50.0,151.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-25,114,293.62,69.35,35.41,0.1109,28.37,71.37,0,71.79,4080.0,84.251,50.0,150.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-26,115,292.84,78.55,38.98,0.1142,85.19,35.21,0,80.27,5599.3,84.066,50.0,149.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-27,116,292.72,73.25,35.29,0.1164,24.83,46.06,0,47.18,6588.2,83.942,50.0,148.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-28,117,297.34,71.44,33.95,0.1129,77.54,44.85,0,84.84,6946.3,83.831,50.0,147.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-29,118,294.2,71.35,34.08,0.1153,78.17,78.28,0,59.15,5150.5,83.738,50.0,146.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-04-30,119,289.77,68.58,33.53,0.1184,67.39,89.3,0,49.48,6018.3,83.638,50.0,145.0,Moderate
EV-001,Tata Tigor EV,Hyderabad,2024-05-01,120,291.75,70.27,39.72,0.1165,59.38,46.07,1,79.18,5535.9,83.366,50.0,144.0,Moderate
EV-002,Tata Nexon EV,Bengaluru,2024-01-05,1,354.76,50.57,25.02,0.0786,73.55,39.47,0,60.22,49.7,99.956,30.2,263.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-06,2,357.73,63.35,24.29,0.0772,76.43,59.01,0,78.89,97.9,99.912,30.2,262.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-07,3,353.49,66.06,26.18,0.0804,34.4,35.76,0,44.65,148.9,99.872,30.2,261.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-08,4,355.28,64.68,25.78,0.0836,40.34,63.91,0,55.42,193.2,99.825,30.2,260.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-09,5,354.08,58.72,26.4,0.0816,97.07,46.59,1,69.77,297.3,99.71,30.2,259.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-10,6,354.91,65.32,27.98,0.0808,29.05,81.71,1,81.34,300.1,99.592,30.2,258.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-11,7,351.58,67.87,30.18,0.0847,89.32,94.57,1,73.86,260.8,99.493,30.2,257.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-12,8,353.66,66.89,27.59,0.0805,92.11,87.06,0,54.27,453.8,99.445,30.2,256.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-13,9,355.68,71.8,26.16,0.0795,65.08,54.73,0,64.68,449.2,99.402,30.2,255.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-14,10,353.96,55.99,25.08,0.085,80.75,62.53,1,64.41,587.9,99.292,30.2,254.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-15,11,354.44,49.17,29.84,0.0793,79.75,76.51,1,63.46,611.2,99.185,30.2,253.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-16,12,350.61,71.47,31.77,0.0817,35.77,61.15,1,48.76,469.9,99.039,30.2,252.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-17,13,355.84,68.16,31.11,0.0868,27.17,76.65,0,58.0,772.4,98.974,30.2,251.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-18,14,350.89,65.36,30.62,0.0851,43.62,81.57,1,48.34,811.2,98.847,30.2,250.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-19,15,350.04,62.69,29.02,0.0822,20.21,71.47,0,63.18,747.6,98.803,30.2,249.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-20,16,351.36,63.87,32.04,0.0851,64.53,46.62,1,53.59,852.8,98.678,30.2,248.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-21,17,350.47,55.52,31.95,0.0847,32.24,45.29,0,79.12,796.0,98.604,30.2,247.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-22,18,351.32,55.14,28.65,0.0834,40.55,71.08,1,42.63,693.8,98.505,30.2,246.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-23,19,352.78,59.81,32.78,0.0802,21.27,52.17,0,76.84,951.5,98.429,30.2,245.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-24,20,351.65,72.58,32.96,0.0829,52.1,53.85,0,55.46,1008.6,98.355,30.2,244.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-25,21,347.64,67.23,34.22,0.0832,67.42,74.21,0,50.39,974.9,98.273,30.2,243.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-26,22,350.8,51.51,28.86,0.0811,27.1,92.51,0,68.57,1185.2,98.228,30.2,242.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-27,23,348.99,64.58,31.31,0.0816,50.6,37.79,1,83.84,816.5,98.094,30.2,241.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-28,24,348.1,59.9,33.78,0.0859,83.03,86.2,1,67.38,1144.1,97.934,30.2,240.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-29,25,346.19,57.97,31.54,0.0838,60.78,83.64,1,52.59,1464.0,97.813,30.2,239.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-30,26,343.98,62.45,32.9,0.0876,63.18,70.82,0,70.34,1256.1,97.737,30.2,238.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-01-31,27,346.65,59.02,30.8,0.0859,96.59,67.25,1,81.97,1333.2,97.609,30.2,237.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-01,28,347.58,61.59,28.28,0.0847,86.02,73.31,0,45.48,1314.8,97.569,30.2,236.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-02,29,347.1,56.46,29.05,0.0854,94.92,86.95,1,52.5,1632.3,97.452,30.2,235.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-03,30,345.51,58.67,28.88,0.0881,58.77,79.03,1,67.88,1273.0,97.343,30.2,234.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-04,31,344.78,58.92,29.69,0.0853,75.33,70.17,1,68.49,1262.4,97.226,30.2,233.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-05,32,346.21,66.66,30.63,0.0847,83.37,56.31,1,69.43,1403.4,97.106,30.2,232.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-06,33,344.79,56.0,28.13,0.0917,83.23,67.84,1,70.64,1311.5,97.002,30.2,231.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-07,34,344.79,59.67,28.86,0.0885,41.27,72.0,0,62.47,1416.1,96.955,30.2,230.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-08,35,346.27,64.21,31.03,0.0876,51.39,92.15,0,45.99,1314.4,96.893,30.2,229.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-09,36,345.0,61.28,32.61,0.087,40.24,80.78,0,77.13,1705.9,96.827,30.2,228.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-10,37,345.6,61.5,29.63,0.0826,28.46,94.24,1,59.95,1339.2,96.707,30.2,227.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-11,38,339.98,63.4,33.55,0.0883,56.96,94.45,1,83.68,2225.2,96.579,30.2,226.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-12,39,342.05,61.41,29.97,0.0898,61.17,88.43,1,75.21,1587.1,96.47,30.2,225.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-13,40,342.6,66.4,30.57,0.0873,30.02,60.83,0,45.13,1886.0,96.418,30.2,224.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-14,41,341.64,63.49,30.87,0.0893,50.08,65.76,0,57.49,1602.8,96.369,30.2,223.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-15,42,340.86,69.09,31.19,0.0874,90.34,46.8,0,64.48,2137.9,96.31,30.2,222.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-16,43,343.99,57.49,31.07,0.0912,41.55,65.07,1,72.76,1621.0,96.206,30.2,221.0,Healthy
EV-002,Tata Nexon EV,Bengaluru,2024-02-17,44,341.51,56.64,28.87,0.0886,53.07,79.28,0,73.45,2213.1,96.161,30.2,220.0,Healthy
